"Date","Alameda","Alpine","Amador","Butte","Calaveras","Colusa","Contra Costa","Del Norte","El Dorado","Fresno","Glenn","Humboldt","Imperial","Inyo","Kern","Kings","Lake","Lassen","Los Angeles","Madera","Marin","Mariposa","Mendocino","Merced","Modoc","Mono","Monterey","Napa","Nevada","Orange","Placer","Plumas","Riverside","Sacramento","San Benito","San Bernardino","San Diego","San Francisco","San Joaquin","San Luis Obispo","San Mateo","Santa Barbara","Santa Clara","Santa Cruz","Shasta","Sierra","Siskiyou","Solano","Sonoma","Stanislaus","Sutter","Tehama","Trinity","Tulare","Tuolumne","Ventura","Yolo","Yuba"
"3.16.20",0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,41,0,1,0,0,0,0,0,0,0,1,3,0,0,0,3,0,1,39,9,3,0,14,0,36,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0
"3.17.20",2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,0,1,0,6,2,0,4,0,6,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"3.18.20",10,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,46,0,6,0,0,0,0,0,1,0,1,7,1,0,0,10,0,1,5,19,3,4,11,2,30,1,0,0,0,0,2,1,0,0,0,1,0,4,2,0
"3.19.20",7,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,0,0,41,1,9,0,1,0,0,0,2,0,0,24,0,0,3,6,0,4,20,15,1,1,1,3,32,2,0,0,0,0,2,3,0,0,0,0,0,4,1,0
"3.20.20",6,0,0,0,0,0,6,0,1,1,0,0,0,0,1,0,0,0,61,1,11,0,0,0,0,0,1,0,0,12,1,0,6,4,0,2,47,7,3,5,13,2,63,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0
"3.21.20",20,0,1,1,0,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,13,2,0,1,10,0,4,0,19,8,5,7,1,23,4,0,0,0,1,7,0,0,0,0,1,0,4,1,1
"3.22.20",10,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,6,1,0,17,7,0,6,16,0,3,28,28,4,3,4,8,15,2,0,0,2,0,3,1,0,0,0,0,0,4,0,1
"3.23.20",16,0,0,1,0,0,12,0,2,2,0,1,0,0,7,0,0,0,129,0,0,0,0,0,0,0,0,0,0,30,1,0,15,5,0,1,46,18,7,4,6,2,52,2,1,0,0,3,1,2,0,0,0,4,0,4,2,0
"3.24.20",8,0,0,1,0,0,17,0,0,8,0,0,1,0,1,0,0,0,126,2,14,0,0,0,0,0,9,1,2,27,3,1,17,6,0,10,25,29,15,9,12,2,53,1,1,0,0,1,8,3,0,0,0,1,0,14,0,0
"3.25.20",38,0,0,1,0,0,23,0,2,3,0,1,5,0,2,0,0,0,150,0,3,0,0,0,0,3,0,3,1,35,8,0,31,21,0,19,12,31,12,3,11,5,63,4,0,0,0,5,4,1,1,0,0,1,0,9,1,0
"3.26.20",38,0,0,0,0,0,16,0,2,4,0,5,0,0,14,0,0,0,417,2,9,0,0,1,0,1,2,0,2,69,4,0,31,33,4,11,55,49,5,3,11,8,35,4,0,0,0,2,2,1,1,0,0,4,0,17,4,1
"3.27.20",13,0,0,0,0,0,14,0,2,4,0,1,1,0,4,0,0,0,236,2,2,0,1,2,0,1,1,0,0,65,0,0,3,16,1,20,48,24,4,8,91,4,70,1,0,0,0,7,2,1,0,0,0,0,1,10,0,0
"3.28.20",225,0,1,4,2,2,189,0,9,34,2,9,9,0,14,2,0,0,0,12,58,0,2,5,0,6,38,5,15,82,36,0,121,243,11,85,72,315,93,58,249,61,617,31,5,0,2,48,35,18,4,0,0,31,1,98,13,3
"3.29.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,364,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3.30.20",0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,645,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3.31.20",0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,545,0,0,0,0,0,0,0,0,0,0,38,0,0,42,0,0,31,88,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"4.1.20",0,1,0,0,0,0,0,0,0,14,0,1,7,0,43,0,0,3,499,0,0,0,0,0,0,0,0,1,0,104,0,0,29,0,0,52,246,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4.2.20",0,0,0,0,0,0,0,0,0,18,0,4,0,0,29,0,0,0,527,3,0,0,0,1,0,4,0,2,0,50,2,0,133,0,0,90,117,0,0,0,0,22,0,0,0,0,0,0,6,6,1,1,0,21,0,0,3,0
"4.3.20",0,0,0,2,0,0,0,1,0,6,0,11,10,2,39,0,0,0,521,3,0,0,0,0,0,2,0,0,0,55,4,1,102,0,2,21,146,0,0,0,12,29,0,0,2,0,0,0,8,8,2,0,0,9,0,8,4,0
"4.4.20",59,0,0,2,0,0,32,0,1,4,0,0,7,0,11,0,0,0,39,0,0,0,0,2,0,0,0,2,0,75,11,0,112,0,0,17,97,0,5,0,46,13,0,0,1,0,0,0,4,3,2,0,0,6,0,8,7,1
"4.5.20",7,0,0,0,0,0,33,0,0,0,0,0,0,0,20,1,0,0,1350,0,0,0,0,5,0,0,0,0,0,48,0,0,17,0,0,2,117,0,8,0,8,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
"4.6.20",52,0,0,1,0,0,32,1,4,20,0,3,5,1,21,0,1,0,422,1,4,0,0,9,0,0,0,3,0,48,3,0,185,42,3,175,78,0,12,0,41,18,0,3,5,0,0,0,14,21,0,0,0,45,0,38,3,1
"4.7.20",33,0,0,0,1,0,24,0,0,16,0,3,6,0,15,1,0,0,559,0,3,0,0,2,0,0,0,0,0,49,4,1,51,65,1,4,50,36,7,0,4,20,22,2,0,0,0,3,0,11,2,0,0,18,0,13,8,2
"4.8.20",34,0,0,0,0,1,10,0,2,13,0,0,6,0,42,0,0,0,623,0,3,0,0,8,0,1,4,3,0,85,8,0,69,52,5,81,76,51,13,0,35,12,65,2,2,0,0,12,5,3,1,0,0,1,0,16,5,0
"4.9.20",47,0,0,1,0,0,24,0,0,14,0,0,8,0,27,0,0,0,396,0,1,0,0,6,0,0,2,6,1,63,5,0,109,36,1,82,98,61,12,0,22,11,44,4,4,0,0,7,6,7,0,0,0,2,0,10,3,3
"4.10.20",65,0,3,1,0,0,32,0,1,21,1,0,3,0,33,2,2,0,488,1,2,0,0,15,0,1,8,1,0,59,5,0,79,41,0,62,65,49,11,0,12,22,50,2,2,0,1,11,16,8,1,0,0,16,0,17,3,0
"4.11.20",45,1,1,0,0,0,13,0,3,16,0,0,8,1,6,2,0,0,10,0,8,0,0,3,0,0,0,1,1,83,1,0,98,43,1,47,68,63,10,0,20,4,90,4,0,0,0,9,2,18,0,0,0,5,0,14,5,0
"4.12.20",23,0,0,0,0,0,3,0,0,4,0,3,0,0,27,0,0,0,441,0,2,0,0,0,0,0,7,0,0,56,1,0,70,4,0,1,43,26,2,0,2,3,20,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"4.13.20",47,0,0,0,0,0,16,0,0,0,0,1,4,0,50,0,0,0,539,0,6,0,0,1,0,1,1,1,0,6,2,0,130,34,0,93,43,62,9,5,15,10,79,2,0,0,0,0,2,12,0,0,0,17,0,3,14,0
"4.14.20",22,0,0,0,0,0,48,0,1,40,0,0,4,0,70,3,0,0,614,0,3,0,0,1,0,1,12,3,10,16,1,0,8,14,1,13,83,20,25,3,2,22,21,2,0,0,0,2,0,6,1,0,0,43,0,20,0,1
"4.15.20",72,0,1,1,4,0,28,0,3,20,0,3,29,0,37,0,1,0,470,1,15,0,0,13,0,0,8,1,0,77,6,1,256,102,0,130,82,38,49,3,26,25,131,8,1,0,0,13,7,38,0,0,0,61,0,37,12,1
"4.16.20",66,0,0,1,1,0,30,0,1,25,0,0,17,5,12,0,2,0,337,4,8,0,0,2,0,0,10,10,0,49,6,0,190,26,2,80,75,33,16,1,38,14,97,0,0,0,0,9,5,11,2,0,0,16,0,19,5,0
